,Pokemon Id,Pokedex Number,Name,Classification,Pokemon Height,Pokemon Weight,Primary Type,Secondary Type,Primary Ability,Primary Ability Description,Secondary Ability,Secondary Ability Description,Hidden Ability,Hidden Ability Description,Male Ratio,Female Ratio,Base Happiness,Game(s) of Origin,Region of Origin,Health Stat,Attack Stat,Defense Stat,Special Attack Stat,Special Defense Stat,Speed Stat,Base Stat Total,Health EV,Attack EV,Defense EV,Special Attack EV,Special Defense EV,Speed EV,EV Yield Total,Catch Rate,Experience Growth,Experience Growth Total,Experience Yield,Primary Egg Group,Secondary Egg Group,Egg Cycle Count,Pre-Evolution Pokemon Id,Evolution Details,#,Type 1,Type 2,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Generation,Legendary
647,1078,661,Fletchling,"""Tiny Robin Pokemon""",0.3,1.7,"""Normal""","""Flying""","""Big Pecks""","""Protects the Pokémon from Defense-lowering effects.""",,,"""Gale Wings""","""Gives priority to Flying-type moves when the Pokémon's HP is full.""",50.0,50.0,70,"""X""","""Kalos""",45,50,43,40,38,62,278,0,0,0,0,0,1,1,255,"""Medium Slow""",1059860,56,"""Flying""",,15,,,661,Normal,Flying,278,45,50,43,40,38,62,6,False
648,1079,662,Fletchinder,"""Ember Pokemon""",0.7,16.0,"""Fire""","""Flying""","""Flame Body""","""Contact with the Pokémon may burn the attacker.""",,,"""Gale Wings""","""Gives priority to Flying-type moves when the Pokémon's HP is full.""",50.0,50.0,70,"""X""","""Kalos""",62,73,55,56,52,84,382,0,0,0,0,0,2,2,120,"""Medium Slow""",1059860,134,"""Flying""",,15,1078.0,"""Level 17""",662,Fire,Flying,382,62,73,55,56,52,84,6,False
649,1080,663,Talonflame,"""Scorching Pokemon""",1.2,24.5,"""Fire""","""Flying""","""Flame Body""","""Contact with the Pokémon may burn the attacker.""",,,"""Gale Wings""","""Gives priority to Flying-type moves when the Pokémon's HP is full.""",50.0,50.0,70,"""X""","""Kalos""",78,81,71,74,69,126,499,0,0,0,0,0,3,3,45,"""Medium Slow""",1059860,175,"""Flying""",,15,1079.0,"""Level 35""",663,Fire,Flying,499,78,81,71,74,69,126,6,False
650,1081,664,Scatterbug,"""Scatterdust Pokemon""",0.3,2.5,"""Bug""",,"""Shield Dust""","""This Pokémon's dust blocks the additional effects of attacks taken.""","""Compound Eyes""","""The Pokémon's compound eyes boost its accuracy.""","""Friend Guard""","""Reduces damage done to allies.""",50.0,50.0,70,"""X""","""Kalos""",38,35,40,27,25,35,200,0,0,1,0,0,0,1,255,"""Medium Fast""",1000000,40,"""Bug""",,15,,,664,Bug,,200,38,35,40,27,25,35,6,False
651,1082,665,Spewpa,"""Scatterdust Pokemon""",0.3,8.4,"""Bug""",,"""Shed Skin""","""The Pokémon may heal its own status conditions by shedding its skin.""",,,"""Friend Guard""","""Reduces damage done to allies.""",50.0,50.0,70,"""X""","""Kalos""",45,22,60,27,30,29,213,0,0,2,0,0,0,2,120,"""Medium Fast""",1000000,75,"""Bug""",,15,1081.0,"""Level 9""",665,Bug,,213,45,22,60,27,30,29,6,False
652,1083,666,Vivillon,"""Scale Pokemon""",1.2,17.0,"""Bug""","""Flying""","""Shield Dust""","""This Pokémon's dust blocks the additional effects of attacks taken.""","""Compound Eyes""","""The Pokémon's compound eyes boost its accuracy.""","""Friend Guard""","""Reduces damage done to allies.""",50.0,50.0,70,"""X""","""Kalos""",80,52,50,90,50,89,411,1,0,0,1,0,1,3,45,"""Medium Fast""",1000000,185,"""Bug""",,15,1082.0,"""Level 12""",666,Bug,Flying,411,80,52,50,90,50,89,6,False
653,1084,667,Litleo,"""Lion Cub Pokemon""",0.6,13.5,"""Fire""","""Normal""","""Rivalry""","""Becomes competitive and deals more damage to Pokémon of the same gender, but deals less to Pokémon of the opposite gender.""","""Unnerve""","""Unnerves opposing Pokémon and makes them unable to eat Berries.""","""Moxie""","""The Pokémon shows moxie, and that boosts the Attack stat after knocking out any Pokémon.""",12.5,87.5,70,"""X""","""Kalos""",62,50,58,73,54,72,369,0,0,0,1,0,0,1,220,"""Medium Slow""",1059860,74,"""Field""",,20,,,667,Fire,Normal,369,62,50,58,73,54,72,6,False
654,1085,668,Pyroar,"""Royal Pokemon""",1.5,81.5,"""Fire""","""Normal""","""Rivalry""","""Becomes competitive and deals more damage to Pokémon of the same gender, but deals less to Pokémon of the opposite gender.""","""Unnerve""","""Unnerves opposing Pokémon and makes them unable to eat Berries.""","""Moxie""","""The Pokémon shows moxie, and that boosts the Attack stat after knocking out any Pokémon.""",12.5,87.5,70,"""X""","""Kalos""",86,68,72,109,66,106,507,0,0,0,2,0,0,2,65,"""Medium Slow""",1059860,177,"""Field""",,20,1084.0,"""Level 35""",668,Fire,Normal,507,86,68,72,109,66,106,6,False
655,1088,670,Floette,"""Single Bloom Pokemon""",0.2,0.9,"""Fairy""",,"""Flower Veil""","""Ally Grass-type Pokémon are protected from status conditions and the lowering of their stats.""",,,"""Symbiosis""","""The Pokémon passes its item to an ally that has used up an item.""",0.0,100.0,70,"""X""","""Kalos""",54,45,47,75,98,52,371,0,0,0,0,2,0,2,120,"""Medium Fast""",1000000,130,"""Fairy""",,20,1086.0,"""Level 19""",670,Fairy,,371,54,45,47,75,98,52,6,False
656,1089,671,Florges,"""Garden Pokemon""",1.1,10.0,"""Fairy""",,"""Flower Veil""","""Ally Grass-type Pokémon are protected from status conditions and the lowering of their stats.""",,,"""Symbiosis""","""The Pokémon passes its item to an ally that has used up an item.""",0.0,100.0,70,"""X""","""Kalos""",78,65,68,112,154,75,552,0,0,0,0,3,0,3,45,"""Medium Fast""",1000000,248,"""Fairy""",,20,1088.0,"""Shiny Stone""",671,Fairy,,552,78,65,68,112,154,75,6,False
657,1090,672,Skiddo,"""Mount Pokemon""",0.9,31.0,"""Grass""",,"""Sap Sipper""","""Boosts the Attack stat if hit by a Grass-type move instead of taking damage.""",,,"""Grass Pelt""","""Boosts the Pokémon's Defense stat on Grassy Terrain.""",50.0,50.0,70,"""X""","""Kalos""",66,65,48,62,57,52,350,1,0,0,0,0,0,1,200,"""Medium Fast""",1000000,70,"""Field""",,20,,,672,Grass,,350,66,65,48,62,57,52,6,False
658,1091,673,Gogoat,"""Mount Pokemon""",1.7,91.0,"""Grass""",,"""Sap Sipper""","""Boosts the Attack stat if hit by a Grass-type move instead of taking damage.""",,,"""Grass Pelt""","""Boosts the Pokémon's Defense stat on Grassy Terrain.""",50.0,50.0,70,"""X""","""Kalos""",123,100,62,97,81,68,531,2,0,0,0,0,0,2,45,"""Medium Fast""",1000000,186,"""Field""",,20,1090.0,"""Level 32""",673,Grass,,531,123,100,62,97,81,68,6,False
659,1092,674,Pancham,"""Playful Pokemon""",0.6,8.0,"""Fighting""",,"""Iron Fist""","""Powers up punching moves.""","""Mold Breaker""","""Moves can be used on the target regardless of its Abilities.""","""Scrappy""","""The Pokémon can hit Ghost-type Pokémon with Normal- and Fighting-type moves.""",50.0,50.0,70,"""X""","""Kalos""",67,82,62,46,48,43,348,0,1,0,0,0,0,1,220,"""Medium Fast""",1000000,70,"""Field""","""Human-Like""",25,,,674,Fighting,,348,67,82,62,46,48,43,6,False
660,1093,675,Pangoro,"""Daunting Pokemon""",2.1,136.0,"""Fighting""","""Dark""","""Iron Fist""","""Powers up punching moves.""","""Mold Breaker""","""Moves can be used on the target regardless of its Abilities.""","""Scrappy""","""The Pokémon can hit Ghost-type Pokémon with Normal- and Fighting-type moves.""",50.0,50.0,70,"""X""","""Kalos""",95,124,78,69,71,58,495,0,2,0,0,0,0,2,65,"""Medium Fast""",1000000,173,"""Field""","""Human-Like""",25,1092.0,"""Level 32 With Dark-Type Pokemon In Party""",675,Fighting,Dark,495,95,124,78,69,71,58,6,False
661,1094,676,Furfrou,"""Poodle Pokemon""",1.2,28.0,"""Normal""",,"""Fur Coat""","""Halves the damage from physical moves.""",,,,,50.0,50.0,70,"""X""","""Kalos""",75,80,60,65,90,102,472,0,0,0,0,0,1,1,160,"""Medium Fast""",1000000,165,"""Field""",,20,,,676,Normal,,472,75,80,60,65,90,102,6,False
662,1095,677,Espurr,"""Restraint Pokemon""",0.3,3.5,"""Psychic""",,"""Keen Eye""","""Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.""","""Infiltrator""","""Passes through the opposing Pokémon's barrier, substitute, and the like and strikes.""","""Own Tempo""","""This Pokémon has its own tempo, and that prevents it from becoming confused.""",50.0,50.0,70,"""X""","""Kalos""",62,48,54,63,60,68,355,0,0,0,0,0,1,1,190,"""Medium Fast""",1000000,71,"""Field""",,20,,,677,Psychic,,355,62,48,54,63,60,68,6,False
663,25,679,Honedge,"""Sword Pokemon""",0.8,2.0,"""Steel""","""Ghost""","""No Guard""","""The Pokémon employs no-guard tactics to ensure incoming and outgoing attacks always land.""",,,,,50.0,50.0,70,"""X""","""Kalos""",45,80,100,35,37,28,325,0,0,1,0,0,0,1,180,"""Medium Fast""",1000000,65,"""Mineral""",,20,,,679,Steel,Ghost,325,45,80,100,35,37,28,6,False
664,26,680,Doublade,"""Sword Pokemon""",0.8,4.5,"""Steel""","""Ghost""","""No Guard""","""The Pokémon employs no-guard tactics to ensure incoming and outgoing attacks always land.""",,,,,50.0,50.0,70,"""X""","""Kalos""",59,110,150,45,49,35,448,0,0,2,0,0,0,2,90,"""Medium Fast""",1000000,157,"""Mineral""",,20,25.0,"""Level 35""",680,Steel,Ghost,448,59,110,150,45,49,35,6,False
665,1101,682,Spritzee,"""Perfume Pokemon""",0.2,0.5,"""Fairy""",,"""Healer""","""Sometimes heals an ally's status condition.""",,,"""Aroma Veil""","""Protects itself and its allies from attacks that limit their move choices.""",50.0,50.0,70,"""X""","""Kalos""",78,52,60,63,65,23,341,1,0,0,0,0,0,1,200,"""Medium Fast""",1000000,68,"""Fairy""",,20,,,682,Fairy,,341,78,52,60,63,65,23,6,False
666,1102,683,Aromatisse,"""Fragrance Pokemon""",0.8,15.5,"""Fairy""",,"""Healer""","""Sometimes heals an ally's status condition.""",,,"""Aroma Veil""","""Protects itself and its allies from attacks that limit their move choices.""",50.0,50.0,70,"""X""","""Kalos""",101,72,72,99,89,29,462,2,0,0,0,0,0,2,140,"""Medium Fast""",1000000,162,"""Fairy""",,20,1101.0,"""Sachet""",683,Fairy,,462,101,72,72,99,89,29,6,False
667,1103,684,Swirlix,"""Cotton Candy Pokemon""",0.4,3.5,"""Fairy""",,"""Sweet Veil""","""Prevents itself and ally Pokémon from falling asleep.""",,,"""Unburden""","""Boosts the Speed stat if the Pokémon's held item is used or lost.""",50.0,50.0,70,"""X""","""Kalos""",62,48,66,59,57,49,341,0,0,1,0,0,0,1,200,"""Medium Fast""",1000000,68,"""Fairy""",,20,,,684,Fairy,,341,62,48,66,59,57,49,6,False
668,1104,685,Slurpuff,"""Meringue Pokemon""",0.8,5.0,"""Fairy""",,"""Sweet Veil""","""Prevents itself and ally Pokémon from falling asleep.""",,,"""Unburden""","""Boosts the Speed stat if the Pokémon's held item is used or lost.""",50.0,50.0,70,"""X""","""Kalos""",82,80,86,85,75,72,480,0,0,2,0,0,0,2,140,"""Medium Fast""",1000000,168,"""Fairy""",,20,1103.0,"""Whipped Dream""",685,Fairy,,480,82,80,86,85,75,72,6,False
669,1105,686,Inkay,"""Revolving Pokemon""",0.4,3.5,"""Dark""","""Psychic""","""Suction Cups""","""This Pokémon uses suction cups to stay in one spot to negate all moves and items that force switching out.""","""Contrary""","""Makes stat changes have an opposite effect.""","""Infiltrator""","""Passes through the opposing Pokémon's barrier, substitute, and the like and strikes.""",50.0,50.0,70,"""X""","""Kalos""",53,54,53,37,46,45,288,0,1,0,0,0,0,1,190,"""Medium Fast""",1000000,58,"""Water 1""","""Water 2""",20,,,686,Dark,Psychic,288,53,54,53,37,46,45,6,False
670,1106,687,Malamar,"""Overturning Pokemon""",1.5,47.0,"""Dark""","""Psychic""","""Suction Cups""","""This Pokémon uses suction cups to stay in one spot to negate all moves and items that force switching out.""","""Contrary""","""Makes stat changes have an opposite effect.""","""Infiltrator""","""Passes through the opposing Pokémon's barrier, substitute, and the like and strikes.""",50.0,50.0,70,"""X""","""Kalos""",86,92,88,68,75,73,482,0,2,0,0,0,0,2,80,"""Medium Fast""",1000000,169,"""Water 1""","""Water 2""",20,1105.0,"""Level 30 With System Or Controller Upside-Down""",687,Dark,Psychic,482,86,92,88,68,75,73,6,False
671,1107,688,Binacle,"""Two-Handed Pokemon""",0.5,31.0,"""Rock""","""Water""","""Tough Claws""","""Powers up moves that make direct contact. ""","""Sniper""","""Powers up moves if they become critical hits when attacking.""","""Pickpocket""","""Steals an item from an attacker that made direct contact.""",50.0,50.0,70,"""X""","""Kalos""",42,52,67,39,56,50,306,0,1,0,0,0,0,1,120,"""Medium Fast""",1000000,61,"""Water 3""",,20,,,688,Rock,Water,306,42,52,67,39,56,50,6,False
672,1108,689,Barbaracle,"""Collective Pokemon""",1.3,96.0,"""Rock""","""Water""","""Tough Claws""","""Powers up moves that make direct contact. ""","""Sniper""","""Powers up moves if they become critical hits when attacking.""","""Pickpocket""","""Steals an item from an attacker that made direct contact.""",50.0,50.0,70,"""X""","""Kalos""",72,105,115,54,86,68,500,0,2,0,0,0,0,2,45,"""Medium Fast""",1000000,175,"""Water 3""",,20,1107.0,"""Level 39""",689,Rock,Water,500,72,105,115,54,86,68,6,False
673,1110,690,Skrelp,"""Mock Kelp Pokemon""",0.5,7.3,"""Poison""","""Water""","""Poison Point""","""Contact with the Pokémon may poison the attacker.""","""Poison Touch""","""May poison a target when the Pokémon makes contact.""","""Adaptability""","""Powers up moves of the same type as the Pokémon.""",50.0,50.0,70,"""X""","""Kalos""",50,60,60,60,60,30,320,0,0,0,0,1,0,1,225,"""Medium Fast""",1000000,64,"""Water 1""","""Dragon""",20,,,690,Poison,Water,320,50,60,60,60,60,30,6,False
674,1111,691,Dragalge,"""Mock Kelp Pokemon""",1.8,81.5,"""Poison""","""Dragon""","""Poison Point""","""Contact with the Pokémon may poison the attacker.""","""Poison Touch""","""May poison a target when the Pokémon makes contact.""","""Adaptability""","""Powers up moves of the same type as the Pokémon.""",50.0,50.0,70,"""X""","""Kalos""",65,75,90,97,123,44,494,0,0,0,0,2,0,2,55,"""Medium Fast""",1000000,173,"""Water 1""","""Dragon""",20,1110.0,"""Level 48""",691,Poison,Dragon,494,65,75,90,97,123,44,6,False
675,1112,692,Clauncher,"""Water Gun Pokemon""",0.5,8.3,"""Water""",,"""Mega Launcher""","""Powers up aura and pulse moves. """,,,,,50.0,50.0,70,"""X""","""Kalos""",50,53,62,58,63,44,330,0,0,0,1,0,0,1,225,"""Slow""",1250000,66,"""Water 1""","""Water 3""",15,,,692,Water,,330,50,53,62,58,63,44,6,False
676,1113,693,Clawitzer,"""Howitzer Pokemon""",1.3,35.3,"""Water""",,"""Mega Launcher""","""Powers up aura and pulse moves. """,,,,,50.0,50.0,70,"""X""","""Kalos""",71,73,88,120,89,59,500,0,0,0,2,0,0,2,55,"""Slow""",1250000,100,"""Water 1""","""Water 3""",15,1112.0,"""Level 37""",693,Water,,500,71,73,88,120,89,59,6,False
677,1122,694,Helioptile,"""Generator Pokemon""",0.5,6.0,"""Electric""","""Normal""","""Dry Skin""","""Restores HP in rain or when hit by Water-type moves. Reduces HP in harsh sunlight, and increases the damage received from Fire-type moves.""","""Sand Veil""","""Boosts the Pokémon's evasiveness in a sandstorm.""","""Solar Power""","""Boosts the Sp. Atk stat in harsh sunlight, but HP decreases every turn.""",50.0,50.0,70,"""X""","""Kalos""",44,38,33,61,43,70,289,0,0,0,0,0,1,1,190,"""Medium Fast""",1000000,58,"""Monster""","""Dragon""",20,,,694,Electric,Normal,289,44,38,33,61,43,70,6,False
678,1123,695,Heliolisk,"""Generator Pokemon""",1.0,21.0,"""Electric""","""Normal""","""Dry Skin""","""Restores HP in rain or when hit by Water-type moves. Reduces HP in harsh sunlight, and increases the damage received from Fire-type moves.""","""Sand Veil""","""Boosts the Pokémon's evasiveness in a sandstorm.""","""Solar Power""","""Boosts the Sp. Atk stat in harsh sunlight, but HP decreases every turn.""",50.0,50.0,70,"""X""","""Kalos""",62,55,52,109,94,109,481,0,0,0,1,0,1,2,75,"""Medium Fast""",1000000,168,"""Monster""","""Dragon""",20,1122.0,"""Sun Stone""",695,Electric,Normal,481,62,55,52,109,94,109,6,False
679,1124,696,Tyrunt,"""Royal Heir Pokemon""",0.8,26.0,"""Rock""","""Dragon""","""Strong Jaw""","""The Pokémon's strong jaw boosts the power of its biting moves.""",,,"""Sturdy""","""It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.""",87.5,12.5,70,"""X""","""Kalos""",58,89,77,45,45,48,362,0,1,0,0,0,0,1,45,"""Medium Fast""",1000000,72,"""Monster""","""Dragon""",30,,,696,Rock,Dragon,362,58,89,77,45,45,48,6,False
680,1125,697,Tyrantrum,"""Despot Pokemon""",2.5,270.0,"""Rock""","""Dragon""","""Strong Jaw""","""The Pokémon's strong jaw boosts the power of its biting moves.""",,,"""Rock Head""","""Protects the Pokémon from recoil damage.""",87.5,12.5,70,"""X""","""Kalos""",82,121,119,69,59,71,521,0,2,0,0,0,0,2,45,"""Medium Fast""",1000000,182,"""Monster""","""Dragon""",30,1124.0,"""Level 39 During The Day""",697,Rock,Dragon,521,82,121,119,69,59,71,6,False
681,1126,698,Amaura,"""Tundra Pokemon""",1.3,25.2,"""Rock""","""Ice""","""Refrigerate""","""Normal-type moves become Ice-type moves. The power of those moves is boosted a little.""",,,"""Snow Warning""","""The Pokémon summons a hailstorm when it enters a battle.""",87.5,12.5,70,"""X""","""Kalos""",77,59,50,67,63,46,362,1,0,0,0,0,0,1,45,"""Medium Fast""",1000000,72,"""Monster""",,30,,,698,Rock,Ice,362,77,59,50,67,63,46,6,False
682,1127,699,Aurorus,"""Tundra Pokemon""",2.7,225.0,"""Rock""","""Ice""","""Refrigerate""","""Normal-type moves become Ice-type moves. The power of those moves is boosted a little.""",,,"""Snow Warning""","""The Pokémon summons a hailstorm when it enters a battle.""",87.5,12.5,70,"""X""","""Kalos""",123,77,72,99,92,58,521,2,0,0,0,0,0,2,45,"""Medium Fast""",1000000,104,"""Monster""",,30,1126.0,"""Level 39 During The Night""",699,Rock,Ice,521,123,77,72,99,92,58,6,False
683,1129,700,Sylveon,"""Interwining Pokemon""",1.0,23.5,"""Fairy""",,"""Cute Charm""","""Contact with the Pokémon may cause infatuation.""",,,"""Pixilate""","""Normal-type moves become Fairy-type moves. The power of those moves is boosted a little.""",87.5,12.5,70,"""X""","""Kalos""",95,65,65,110,130,60,525,0,0,0,0,2,0,2,45,"""Medium Fast""",1000000,184,"""Field""",,35,228.0,"""Knowing A Fairy Move With 2+ Levels Of Affection""",700,Fairy,,525,95,65,65,110,130,60,6,False
684,1130,701,Hawlucha,"""Wrestling Pokemon""",0.8,21.5,"""Fighting""","""Flying""","""Limber""","""Its limber body protects the Pokémon from paralysis.""","""Unburden""","""Boosts the Speed stat if the Pokémon's held item is used or lost.""","""Mold Breaker""","""Moves can be used on the target regardless of its Abilities.""",50.0,50.0,70,"""X""","""Kalos""",78,92,75,74,63,118,500,0,2,0,0,0,0,2,100,"""Medium Fast""",1000000,175,"""Flying""","""Human-Like""",20,,,701,Fighting,Flying,500,78,92,75,74,63,118,6,False
685,1131,702,Dedenne,"""Antenna Pokemon""",0.2,2.2,"""Electric""","""Fairy""","""Cheek Pouch""","""Restores HP as well when the Pokémon eats a Berry.""","""Pickup""","""The Pokémon may pick up the item an opposing Pokémon used during a battle. It may pick up items outside of battle, too.""","""Plus""","""Boosts the Sp. Atk stat of the Pokémon if an ally with the Plus or Minus Ability is also in battle.""",50.0,50.0,70,"""X""","""Kalos""",67,58,57,81,67,101,431,0,0,0,0,0,2,2,180,"""Medium Fast""",1000000,151,"""Field""","""Fairy""",20,,,702,Electric,Fairy,431,67,58,57,81,67,101,6,False
686,1132,703,Carbink,"""Jewel Pokemon""",0.3,5.7,"""Rock""","""Fairy""","""Clear Body""","""Prevents other Pokémon's moves or Abilities from lowering the Pokémon's stats.""",,,"""Sturdy""","""It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.""",0.0,0.0,70,"""X""","""Kalos""",50,50,150,50,150,50,500,0,0,1,0,1,0,2,60,"""Slow""",1250000,100,"""Fairy""","""Mineral""",25,,,703,Rock,Fairy,500,50,50,150,50,150,50,6,False
687,1133,704,Goomy,"""Soft Tissue Pokemon""",0.3,2.8,"""Dragon""",,"""Sap Sipper""","""Boosts the Attack stat if hit by a Grass-type move instead of taking damage.""","""Hydration""","""Heals status conditions if it's raining.""","""Gooey""","""Contact with the Pokémon lowers the attacker's Speed stat.""",50.0,50.0,35,"""X""","""Kalos""",45,50,35,55,75,40,300,0,0,0,0,1,0,1,45,"""Slow""",1250000,60,"""Dragon""",,40,,,704,Dragon,,300,45,50,35,55,75,40,6,False
688,1134,705,Sliggoo,"""Soft Tissue Pokemon""",0.8,17.5,"""Dragon""",,"""Sap Sipper""","""Boosts the Attack stat if hit by a Grass-type move instead of taking damage.""","""Hydration""","""Heals status conditions if it's raining.""","""Gooey""","""Contact with the Pokémon lowers the attacker's Speed stat.""",50.0,50.0,35,"""X""","""Kalos""",68,75,53,83,113,60,452,0,0,0,0,2,0,2,45,"""Slow""",1250000,158,"""Dragon""",,40,1133.0,"""Level 40""",705,Dragon,,452,68,75,53,83,113,60,6,False
